order_id,customer_id,product_id,product_name,product_family,order_date,status,quantity,unit_price,amount,region,forecast_quarter,notes
SO-1000252,Dealer-D009,PROD-D10,Model D10 Bulldozer,Dozers,2026-03-17,In Production,10,203641.37132193425,2036413.7132193425,South America,Q3-2026,Bad where learn during recently feel stock ball.
SO-1000253,Dealer-D024,PROD-950,Model 950 Wheel Loader,Loaders,2026-03-14,Shipped,4,389240.63721946086,1556962.5488778434,Europe,Q4-2026,Behavior here need argue act.
SO-1000254,Dealer-D005,PROD-380,Model 380F Excavator,Excavators,2026-01-27,Booked,1,53095.08299884219,53095.08299884219,Africa,Q4-2026,Bar suddenly population former with wind.
SO-1000255,Dealer-D026,PROD-3600,Model 3600 Engine,Engines,2026-04-05,On Hold,2,453003.28165932745,906006.5633186549,North America,Q2-2026,Try discover top realize note even under range exactly myself.
SO-1000256,Dealer-D025,PROD-3600,Model 3600 Engine,Engines,2026-06-07,In Production,3,203948.4293886173,611845.288165852,North America,Q4-2026,Conference sure administration debate certain.
SO-1000257,Dealer-D022,PROD-320,Model 320 Excavator,Excavators,2026-04-26,On Hold,6,356968.92270273576,2141813.5362164145,Asia Pacific,Q3-2026,Up federal nor note support quality music himself.
SO-1000258,Dealer-D046,PROD-D9,Model D9 Bulldozer,Dozers,2026-01-21,Shipped,10,102462.38355006353,1024623.8355006353,North America,Q3-2026,So ready bad seat generation best.
SO-1000259,Dealer-D048,PROD-980,Model 980 Wheel Loader,Loaders,2026-04-01,Invoiced,2,97633.95614505898,195267.91229011797,Europe,Q4-2026,Stuff future shoulder western however similar ahead.
SO-1000260,Dealer-D050,PROD-D6,Model D6 Bulldozer,Dozers,2026-03-30,Delivered,4,54864.987635838355,219459.95054335342,Africa,Q4-2026,Situation late direction need heart control one.
SO-1000261,Dealer-D005,PROD-D6,Model D6 Bulldozer,Dozers,2026-02-24,Back Ordered,5,103419.09297910015,517095.4648955008,Africa,Q1-2026,Beat peace something require bank child Republican plant.
SO-1000262,Dealer-D009,PROD-3600,Model 3600 Engine,Engines,2026-04-14,Shipped,3,346422.93742716,1039268.81228148,Asia Pacific,Q3-2026,First blood accept final growth especially car cost.
SO-1000263,Dealer-D026,PROD-D10,Model D10 Bulldozer,Dozers,2026-05-05,Delivered,6,240596.56219635336,1443579.3731781202,South America,Q1-2026,News mention billion bed never others six tell activity.
SO-1000264,Dealer-D047,PROD-3600,Model 3600 Engine,Engines,2026-01-31,Shipped,4,62262.5053778668,249050.0215114672,Africa,Q3-2026,Hold be top toward within occur college herself.
SO-1000265,Dealer-D001,PROD-3500,Model 3500 Engine,Engines,2026-06-19,Submitted,5,385330.7729163265,1926653.8645816324,Europe,Q1-2026,Especially environmental certainly cold every feel.
SO-1000266,Dealer-D016,PROD-D10,Model D10 Bulldozer,Dozers,2026-06-24,Booked,1,197680.7672589254,197680.7672589254,North America,Q2-2026,Guess want result many pattern.
SO-1000267,Dealer-D017,PROD-950,Model 950 Wheel Loader,Loaders,2026-06-12,Delivered,10,413782.5825021609,4137825.825021609,Europe,Q1-2026,Blood fight we forward per sound forget friend spring.
SO-1000268,Dealer-D049,PROD-320,Model 320 Excavator,Excavators,2026-06-12,Submitted,6,355639.6180405262,2133837.7082431572,North America,Q2-2026,Carry fly water cut fire who why fact reason make.
SO-1000269,Dealer-D026,PROD-320,Model 320 Excavator,Excavators,2026-01-20,Delivered,6,122548.46538880515,735290.792332831,South America,Q4-2026,Site for exactly skill half usually customer young conference should.
SO-1000270,Dealer-D017,PROD-D9,Model D9 Bulldozer,Dozers,2026-01-14,Submitted,8,237950.14811764762,1903601.184941181,Europe,Q3-2026,Well left remain just fact.
SO-1000271,Dealer-D043,PROD-380,Model 380F Excavator,Excavators,2026-03-22,Shipped,3,209599.7922432873,628799.3767298618,South America,Q4-2026,Standard somebody important material plan.
SO-1000272,Dealer-D044,PROD-D10,Model D10 Bulldozer,Dozers,2026-06-01,Back Ordered,1,454667.1615161103,454667.1615161103,Europe,Q4-2026,Education child institution help last our old.
SO-1000273,Dealer-D036,PROD-950,Model 950 Wheel Loader,Loaders,2026-02-27,In Production,5,81548.66283856562,407743.31419282814,Asia Pacific,Q4-2026,Media turn reality myself so growth time Mr point be.
SO-1000274,Dealer-D016,PROD-390,Model 390F Excavator,Excavators,2026-06-22,Scheduled,2,300668.23097376584,601336.4619475317,Europe,Q3-2026,Price great positive and worker quality hundred.
SO-1000275,Dealer-D009,PROD-980,Model 980 Wheel Loader,Loaders,2026-02-14,On Hold,2,448781.7974582053,897563.5949164106,Europe,Q3-2026,Whole involve action else member million oil offer.
SO-1000276,Dealer-D042,PROD-D9,Model D9 Bulldozer,Dozers,2026-01-30,Delivered,6,289082.3082579194,1734493.8495475163,Africa,Q3-2026,Hear leg quickly real character young lot far turn.
SO-1000277,Dealer-D034,PROD-980,Model 980 Wheel Loader,Loaders,2026-04-04,Scheduled,6,474428.67033257824,2846572.0219954695,Asia Pacific,Q4-2026,Break wait center find lay.
SO-1000278,Dealer-D029,PROD-980,Model 980 Wheel Loader,Loaders,2026-01-06,Shipped,2,162276.38585723378,324552.77171446756,North America,Q1-2026,Miss give best reveal laugh attack.
SO-1000279,Dealer-D010,PROD-390,Model 390F Excavator,Excavators,2026-01-06,Scheduled,10,67671.23640874354,676712.3640874354,Europe,Q3-2026,Special boy support possible quality.
SO-1000280,Dealer-D017,PROD-390,Model 390F Excavator,Excavators,2026-03-22,Invoiced,12,144898.80245635466,1738785.629476256,Europe,Q2-2026,Upon scientist might necessary former interview.
SO-1000281,Dealer-D001,PROD-390,Model 390F Excavator,Excavators,2026-05-30,Back Ordered,8,169667.80278445344,1357342.4222756275,Europe,Q1-2026,Discussion if continue policy it ahead pass culture or.
SO-1000282,Dealer-D012,PROD-980,Model 980 Wheel Loader,Loaders,2026-01-14,Scheduled,1,243942.75586436992,243942.75586436992,North America,Q3-2026,Above Democrat everything region somebody officer son Mr.
SO-1000283,Dealer-D010,PROD-380,Model 380F Excavator,Excavators,2026-05-05,Shipped,5,188247.3876595719,941236.9382978594,North America,Q4-2026,For leader energy television month police others particularly.
SO-1000284,Dealer-D034,PROD-D10,Model D10 Bulldozer,Dozers,2026-04-22,Delivered,12,408744.98266044323,4904939.791925319,South America,Q2-2026,Box goal leader common purpose song try opportunity public finish.
SO-1000285,Dealer-D041,PROD-D9,Model D9 Bulldozer,Dozers,2026-03-19,Booked,3,321102.2488849645,963306.7466548935,Europe,Q3-2026,Figure consumer really memory industry case himself.
SO-1000286,Dealer-D011,PROD-320,Model 320 Excavator,Excavators,2026-05-29,Booked,6,488610.7682218482,2931664.609331089,South America,Q4-2026,Main Mr try us community cold.
SO-1000287,Dealer-D042,PROD-3600,Model 3600 Engine,Engines,2026-02-23,Invoiced,1,54359.09723343548,54359.09723343548,Europe,Q2-2026,Cell fire late approach grow act carry.
SO-1000288,Dealer-D016,PROD-950,Model 950 Wheel Loader,Loaders,2026-04-18,Shipped,4,488210.1860107173,1952840.7440428692,Europe,Q3-2026,White measure manager range indeed style major bar.
SO-1000289,Dealer-D027,PROD-D10,Model D10 Bulldozer,Dozers,2026-01-07,Submitted,8,297440.85324929236,2379526.825994339,Asia Pacific,Q1-2026,Somebody determine allow different eye.
SO-1000290,Dealer-D043,PROD-3500,Model 3500 Engine,Engines,2026-03-04,Delivered,1,151735.5819547532,151735.5819547532,Africa,Q2-2026,Not significant manager member of environmental myself yard my.
SO-1000291,Dealer-D016,PROD-390,Model 390F Excavator,Excavators,2026-01-28,Invoiced,6,201854.42553390304,1211126.5532034182,South America,Q3-2026,Service kid despite interesting save.
SO-1000292,Dealer-D045,PROD-390,Model 390F Excavator,Excavators,2026-05-04,Shipped,5,377388.15360129275,1886940.7680064638,Asia Pacific,Q3-2026,Fear yourself last give stage keep yes.
SO-1000293,Dealer-D013,PROD-D6,Model D6 Bulldozer,Dozers,2026-01-21,Booked,5,392072.41840557155,1960362.0920278577,Asia Pacific,Q1-2026,Decide scene ready technology particular into pattern.
SO-1000294,Dealer-D006,PROD-390,Model 390F Excavator,Excavators,2026-05-10,Booked,6,106504.51038676311,639027.0623205786,Asia Pacific,Q2-2026,Spend south now mother others collection.
SO-1000295,Dealer-D045,PROD-380,Model 380F Excavator,Excavators,2026-02-03,Invoiced,6,166922.66207313476,1001535.9724388085,Asia Pacific,Q3-2026,Eye environment teach world quickly believe while.
SO-1000296,Dealer-D036,PROD-D9,Model D9 Bulldozer,Dozers,2026-05-27,Delivered,6,158239.21333106695,949435.2799864017,North America,Q4-2026,Try yeah term camera tend economic represent stock.
SO-1000297,Dealer-D009,PROD-390,Model 390F Excavator,Excavators,2026-02-19,Delivered,2,70382.58962588485,140765.1792517697,Europe,Q1-2026,Majority officer environmental increase later plant they behavior.
SO-1000298,Dealer-D022,PROD-D6,Model D6 Bulldozer,Dozers,2026-03-09,In Production,2,63509.59946708234,127019.19893416468,Asia Pacific,Q3-2026,Seek reason theory lawyer maintain old than suggest behavior will.
SO-1000299,Dealer-D042,PROD-380,Model 380F Excavator,Excavators,2026-03-26,Delivered,3,493328.54979080363,1479985.649372411,Europe,Q4-2026,Sure somebody huge why station manager follow exist.
SO-1000300,Dealer-D010,PROD-3600,Model 3600 Engine,Engines,2026-03-01,Invoiced,10,303904.3175080412,3039043.175080412,Africa,Q3-2026,Official not magazine gas radio any between six least buy.
SO-1000301,Dealer-D043,PROD-D10,Model D10 Bulldozer,Dozers,2026-05-09,Shipped,8,94795.93076394881,758367.4461115905,South America,Q4-2026,Kid a when dark read car.
SO-1000302,Dealer-D031,PROD-3500,Model 3500 Engine,Engines,2026-04-02,Delivered,1,343441.8778467428,343441.8778467428,South America,Q2-2026,City usually ever pressure economy head tough.
SO-1000303,Dealer-D024,PROD-390,Model 390F Excavator,Excavators,2026-04-18,Back Ordered,3,106679.83837071122,320039.5151121337,Europe,Q3-2026,Appear personal rise sense investment before.
SO-1000304,Dealer-D045,PROD-380,Model 380F Excavator,Excavators,2026-01-12,Shipped,3,354417.687284272,1063253.061852816,South America,Q1-2026,Ability live car difficult quite.
SO-1000305,Dealer-D016,PROD-3600,Model 3600 Engine,Engines,2026-03-01,Scheduled,6,243078.06618619966,1458468.397117198,North America,Q4-2026,Account gas building team.
SO-1000306,Dealer-D010,PROD-D6,Model D6 Bulldozer,Dozers,2026-02-09,Delivered,1,331398.57647950423,331398.57647950423,South America,Q3-2026,Local director become south billion happen.
SO-1000307,Dealer-D037,PROD-950,Model 950 Wheel Loader,Loaders,2026-01-22,Draft,12,432250.882801581,5187010.593618972,North America,Q4-2026,Case similar send card year central most.
SO-1000308,Dealer-D034,PROD-D6,Model D6 Bulldozer,Dozers,2026-03-30,Submitted,2,235118.5571356652,470237.1142713304,South America,Q1-2026,Particular clearly goal defense.
SO-1000309,Dealer-D010,PROD-D9,Model D9 Bulldozer,Dozers,2026-06-25,Delivered,4,267221.0628846205,1068884.251538482,Europe,Q4-2026,Turn pattern kind describe to cause.
SO-1000310,Dealer-D036,PROD-D10,Model D10 Bulldozer,Dozers,2026-06-04,Back Ordered,2,348721.0136837263,697442.0273674526,Africa,Q3-2026,Operation himself white fire cause everybody.
SO-1000311,Dealer-D012,PROD-320,Model 320 Excavator,Excavators,2026-06-05,Shipped,4,303763.8050400307,1215055.2201601227,South America,Q2-2026,Easy over return expect wait.
SO-1000312,Dealer-D014,PROD-320,Model 320 Excavator,Excavators,2026-05-26,On Hold,10,203431.35714600125,2034313.5714600123,Asia Pacific,Q2-2026,Summer probably feeling military meeting.
SO-1000313,Dealer-D006,PROD-390,Model 390F Excavator,Excavators,2026-06-22,Delivered,4,377077.4739717069,1508309.8958868275,Africa,Q4-2026,Far approach today west manager both matter order.
SO-1000314,Dealer-D025,PROD-3500,Model 3500 Engine,Engines,2026-06-22,Shipped,4,326518.59988023405,1306074.3995209362,Africa,Q3-2026,Thousand activity guess first hit stuff inside national common likely.
SO-1000315,Dealer-D016,PROD-320,Model 320 Excavator,Excavators,2026-05-29,In Production,10,107498.5937554957,1074985.937554957,Asia Pacific,Q4-2026,Admit attack energy always art.
SO-1000316,Dealer-D017,PROD-980,Model 980 Wheel Loader,Loaders,2026-05-22,Delivered,8,106822.01169847933,854576.0935878346,North America,Q1-2026,Media pick may indeed reduce bar Mr pattern.
SO-1000317,Dealer-D047,PROD-3600,Model 3600 Engine,Engines,2026-01-05,Scheduled,4,340206.30738156015,1360825.2295262406,Europe,Q1-2026,Base bad TV window choice force only.
SO-1000318,Dealer-D031,PROD-380,Model 380F Excavator,Excavators,2026-01-17,Submitted,3,116697.85794469608,350093.5738340882,Africa,Q3-2026,Financial join well draw each.
SO-1000319,Dealer-D020,PROD-380,Model 380F Excavator,Excavators,2026-05-13,Delivered,12,298900.3869762672,3586804.6437152065,South America,Q1-2026,Break partner area program price compare actually case activity.
SO-1000320,Dealer-D005,PROD-D9,Model D9 Bulldozer,Dozers,2026-03-13,Booked,8,266021.3197895385,2128170.558316308,Europe,Q3-2026,Well mission situation result cold camera sit environmental though.
SO-1000321,Dealer-D047,PROD-950,Model 950 Wheel Loader,Loaders,2026-03-29,Back Ordered,6,443128.3379317469,2658770.0275904816,Europe,Q1-2026,Friend investment model enjoy window.
SO-1000322,Dealer-D047,PROD-3500,Model 3500 Engine,Engines,2026-03-22,Delivered,2,352628.2682031421,705256.5364062842,Africa,Q4-2026,Baby lawyer growth matter note happy effort bill off reveal direction.
SO-1000323,Dealer-D033,PROD-380,Model 380F Excavator,Excavators,2026-06-12,Delivered,5,310321.6287031985,1551608.1435159924,Africa,Q4-2026,Able teach activity animal hair turn condition whether along sort.
SO-1000324,Dealer-D009,PROD-980,Model 980 Wheel Loader,Loaders,2026-01-04,Delivered,3,274981.5463841548,824944.6391524645,Africa,Q3-2026,Different eat trouble floor step number budget pull apply.
SO-1000325,Dealer-D013,PROD-D9,Model D9 Bulldozer,Dozers,2026-03-27,Delivered,4,271424.5202220803,1085698.0808883212,Europe,Q3-2026,Source wonder west attention let executive suddenly.
SO-1000326,Dealer-D008,PROD-390,Model 390F Excavator,Excavators,2026-02-11,Shipped,3,265320.9815482351,795962.9446447054,Asia Pacific,Q1-2026,Beat lead hard factor six science drug happy.
SO-1000327,Dealer-D020,PROD-D10,Model D10 Bulldozer,Dozers,2026-02-08,Shipped,3,313514.4577426756,940543.3732280268,Europe,Q2-2026,Young simply run national somebody character usually agency must.
SO-1000328,Dealer-D042,PROD-950,Model 950 Wheel Loader,Loaders,2026-04-08,Scheduled,3,360189.6854462106,1080569.0563386318,North America,Q2-2026,Week ability price support.
SO-1000329,Dealer-D028,PROD-3500,Model 3500 Engine,Engines,2026-04-09,Booked,10,295147.50214225496,2951475.0214225496,Europe,Q3-2026,Billion morning draw man art young Republican.
SO-1000330,Dealer-D004,PROD-D9,Model D9 Bulldozer,Dozers,2026-05-20,In Production,6,300409.0868069699,1802454.5208418192,Africa,Q1-2026,Analysis discuss suddenly including time.
SO-1000331,Dealer-D046,PROD-320,Model 320 Excavator,Excavators,2026-03-29,Invoiced,12,488830.98918897874,5865971.870267745,North America,Q4-2026,Window be believe card star avoid nothing itself who.
SO-1000332,Dealer-D004,PROD-3500,Model 3500 Engine,Engines,2026-01-07,Delivered,6,297712.2996963232,1786273.7981779394,South America,Q4-2026,Factor surface unit hotel story for laugh.
SO-1000333,Dealer-D043,PROD-D9,Model D9 Bulldozer,Dozers,2026-01-26,In Production,12,77916.54363295168,934998.5235954202,Asia Pacific,Q2-2026,Avoid dark sister once choice clearly letter.
SO-1000334,Dealer-D014,PROD-380,Model 380F Excavator,Excavators,2026-01-30,Submitted,1,97851.78380670222,97851.78380670222,Asia Pacific,Q1-2026,Building group show later leg system bed space.
SO-1000335,Dealer-D045,PROD-D10,Model D10 Bulldozer,Dozers,2026-06-28,Delivered,6,224273.4851411786,1345640.9108470716,Asia Pacific,Q2-2026,Step recent American structure foreign before eat.
SO-1000336,Dealer-D038,PROD-980,Model 980 Wheel Loader,Loaders,2026-01-07,Booked,6,110909.94573797783,665459.6744278669,South America,Q2-2026,How any federal star community weight take new.
SO-1000337,Dealer-D007,PROD-3600,Model 3600 Engine,Engines,2026-02-21,In Production,1,107070.81014768846,107070.81014768846,South America,Q4-2026,Economic left sound cause activity store work candidate statement head.
SO-1000338,Dealer-D017,PROD-390,Model 390F Excavator,Excavators,2026-06-20,Shipped,6,76354.38737804024,458126.3242682414,South America,Q1-2026,Visit base only true avoid young cup position speak begin suggest.
SO-1000339,Dealer-D035,PROD-D10,Model D10 Bulldozer,Dozers,2026-06-01,Shipped,3,182960.56608204168,548881.698246125,Europe,Q3-2026,Business walk anything under item right many him.
SO-1000340,Dealer-D032,PROD-D9,Model D9 Bulldozer,Dozers,2026-05-26,In Production,3,118150.48487091079,354451.4546127324,Asia Pacific,Q1-2026,Common Democrat cost evidence third alone people early far.
SO-1000341,Dealer-D017,PROD-980,Model 980 Wheel Loader,Loaders,2026-02-17,Booked,8,276120.89457211946,2208967.1565769557,Europe,Q2-2026,Third look because him information poor something eat.
SO-1000342,Dealer-D044,PROD-390,Model 390F Excavator,Excavators,2026-01-18,Delivered,5,137838.72405734714,689193.6202867357,South America,Q2-2026,Some writer site grow name machine tree maybe home conference.
SO-1000343,Dealer-D023,PROD-D6,Model D6 Bulldozer,Dozers,2026-05-14,Delivered,6,321500.3882954157,1929002.329772494,Europe,Q1-2026,Others ahead specific exactly speak line group once.
SO-1000344,Dealer-D018,PROD-320,Model 320 Excavator,Excavators,2026-01-30,Booked,12,452779.3799830606,5433352.559796727,Asia Pacific,Q2-2026,Wind beyond prevent entire staff true argue.
SO-1000345,Dealer-D030,PROD-980,Model 980 Wheel Loader,Loaders,2026-05-17,Delivered,6,88759.46257865615,532556.7754719369,North America,Q3-2026,Offer work home very yard community door.
SO-1000346,Dealer-D015,PROD-3600,Model 3600 Engine,Engines,2026-06-29,Submitted,8,221428.33026056376,1771426.64208451,Europe,Q3-2026,South recently trial agreement red way nor none.
SO-1000347,Dealer-D043,PROD-3600,Model 3600 Engine,Engines,2026-06-15,Invoiced,5,457492.4770680055,2287462.3853400275,South America,Q3-2026,Student special wife my compare also.
SO-1000348,Dealer-D004,PROD-3600,Model 3600 Engine,Engines,2026-04-23,Shipped,2,409902.51400060253,819805.0280012051,Asia Pacific,Q3-2026,Discussion despite money a truth.
SO-1000349,Dealer-D006,PROD-D6,Model D6 Bulldozer,Dozers,2026-01-25,In Production,8,319353.346947992,2554826.775583936,Asia Pacific,Q4-2026,Southern future concern sort than arrive.
SO-1000350,Dealer-D028,PROD-380,Model 380F Excavator,Excavators,2026-04-29,Booked,1,307223.4422673247,307223.4422673247,Africa,Q3-2026,Only true similar suffer team whether.
SO-1000351,Dealer-D005,PROD-D6,Model D6 Bulldozer,Dozers,2026-02-22,Shipped,8,218213.6489901511,1745709.1919212088,Europe,Q3-2026,Relate product only from follow wish run join.
SO-1000352,Dealer-D003,PROD-380,Model 380F Excavator,Excavators,2026-01-10,In Production,3,73017.59252917893,219052.77758753678,Africa,Q1-2026,Power company why really up skin development open compare.
SO-1000353,Dealer-D019,PROD-380,Model 380F Excavator,Excavators,2026-05-16,Booked,10,427615.9736318386,4276159.736318386,Asia Pacific,Q3-2026,Safe family concern ability reduce of surface.
SO-1000354,Dealer-D021,PROD-380,Model 380F Excavator,Excavators,2026-02-14,Shipped,10,308239.63235469337,3082396.323546934,North America,Q4-2026,Allow own TV whose determine not view cell seat draw.
SO-1000355,Dealer-D014,PROD-320,Model 320 Excavator,Excavators,2026-03-12,Booked,8,69829.63770667162,558637.101653373,North America,Q1-2026,Collection those become remember police though land enter.
SO-1000356,Dealer-D044,PROD-3500,Model 3500 Engine,Engines,2026-01-10,Submitted,10,183475.61697069192,1834756.1697069192,Asia Pacific,Q1-2026,Really go skin result answer just information.
SO-1000357,Dealer-D017,PROD-D6,Model D6 Bulldozer,Dozers,2026-04-22,Submitted,12,124733.68355008117,1496804.2026009741,Africa,Q3-2026,This manage her national big look.
SO-1000358,Dealer-D025,PROD-3600,Model 3600 Engine,Engines,2026-05-21,Booked,2,352575.415759417,705150.831518834,Asia Pacific,Q3-2026,Prepare reach class available suffer far five weight avoid color.
SO-1000359,Dealer-D027,PROD-D9,Model D9 Bulldozer,Dozers,2026-03-09,Back Ordered,12,94290.88509561593,1131490.6211473912,Africa,Q1-2026,Claim avoid walk within full world throw relate.
SO-1000360,Dealer-D005,PROD-D9,Model D9 Bulldozer,Dozers,2026-05-28,Booked,6,327888.1017780402,1967328.610668241,South America,Q3-2026,Wall close threat church big day couple recent reveal.
SO-1000361,Dealer-D045,PROD-3600,Model 3600 Engine,Engines,2026-06-24,Delivered,2,332485.4367038014,664970.8734076028,Europe,Q3-2026,Enter example down anyone occur style child guess into far.
SO-1000362,Dealer-D039,PROD-320,Model 320 Excavator,Excavators,2026-01-26,Shipped,6,378609.5004610406,2271657.0027662436,North America,Q3-2026,Outside current agent color factor bank such final however major produce.
SO-1000363,Dealer-D043,PROD-980,Model 980 Wheel Loader,Loaders,2026-05-31,In Production,10,409621.0869971519,4096210.869971519,Asia Pacific,Q4-2026,Politics hold he high cost.
SO-1000364,Dealer-D033,PROD-380,Model 380F Excavator,Excavators,2026-01-28,Submitted,4,439890.4325928651,1759561.7303714603,South America,Q3-2026,Enjoy let difficult environmental article.
SO-1000365,Dealer-D034,PROD-380,Model 380F Excavator,Excavators,2026-06-17,Shipped,6,231232.76813607384,1387396.608816443,Asia Pacific,Q4-2026,Beat gas must wife operation.
SO-1000366,Dealer-D035,PROD-D10,Model D10 Bulldozer,Dozers,2026-03-26,In Production,10,107406.5785571169,1074065.7855711689,Europe,Q4-2026,Article hit mission whole reach view of dog federal house.
SO-1000367,Dealer-D023,PROD-980,Model 980 Wheel Loader,Loaders,2026-04-06,Booked,2,309017.0428880369,618034.0857760739,North America,Q3-2026,Maybe too song quality per.
SO-1000368,Dealer-D023,PROD-3600,Model 3600 Engine,Engines,2026-03-29,Scheduled,3,422374.433736053,1267123.301208159,South America,Q4-2026,We last we cold deep cover.
SO-1000369,Dealer-D020,PROD-950,Model 950 Wheel Loader,Loaders,2026-04-01,In Production,12,385131.5275231445,4621578.3302777335,Africa,Q2-2026,Interest write itself young physical.
SO-1000370,Dealer-D040,PROD-3500,Model 3500 Engine,Engines,2026-03-28,In Production,4,167599.8580484227,670399.4321936908,North America,Q4-2026,Election treat trial attack hold however for everybody leader them.
SO-1000371,Dealer-D041,PROD-3600,Model 3600 Engine,Engines,2026-01-25,On Hold,2,236981.3283779297,473962.6567558594,Africa,Q2-2026,Onto site both change note old who beyond black single size.
SO-1000372,Dealer-D006,PROD-3600,Model 3600 Engine,Engines,2026-06-17,In Production,3,128484.17020017478,385452.5106005243,Europe,Q2-2026,They there enough pressure occur list common idea peace race.
SO-1000373,Dealer-D049,PROD-390,Model 390F Excavator,Excavators,2026-05-05,Invoiced,10,284619.65966318356,2846196.5966318357,Asia Pacific,Q1-2026,Although threat former down second TV today after.
SO-1000374,Dealer-D045,PROD-3500,Model 3500 Engine,Engines,2026-05-06,Shipped,2,450796.30495782907,901592.6099156581,Europe,Q3-2026,Financial successful teach range win direction feel.
SO-1000375,Dealer-D019,PROD-D9,Model D9 Bulldozer,Dozers,2026-01-16,Shipped,6,460868.6601004352,2765211.9606026113,Europe,Q1-2026,Similar fly rock painting become kid tree imagine machine.
SO-1000376,Dealer-D034,PROD-D10,Model D10 Bulldozer,Dozers,2026-05-26,Shipped,2,246197.83125676363,492395.66251352726,Africa,Q2-2026,Test start middle city find medical career surface these ahead.
SO-1000377,Dealer-D006,PROD-D9,Model D9 Bulldozer,Dozers,2026-02-17,Delivered,8,375382.23622235097,3003057.8897788078,North America,Q4-2026,Themselves customer arm almost anything growth.
SO-1000378,Dealer-D018,PROD-D10,Model D10 Bulldozer,Dozers,2026-05-05,In Production,12,322177.74321316154,3866132.918557938,North America,Q1-2026,Ever statement measure play buy air.
SO-1000379,Dealer-D009,PROD-D6,Model D6 Bulldozer,Dozers,2026-05-12,Booked,1,59062.03202718042,59062.03202718042,Asia Pacific,Q1-2026,Major land whether listen necessary general study else.
SO-1000380,Dealer-D005,PROD-390,Model 390F Excavator,Excavators,2026-03-20,Delivered,2,448661.2979738412,897322.5959476824,Asia Pacific,Q2-2026,Expect hit clear occur who.
SO-1000381,Dealer-D045,PROD-D6,Model D6 Bulldozer,Dozers,2026-04-05,Draft,12,445888.5810324546,5350662.972389456,North America,Q2-2026,Positive question especially important after sister should.
SO-1000382,Dealer-D011,PROD-380,Model 380F Excavator,Excavators,2026-02-11,Delivered,4,275026.216635989,1100104.866543956,South America,Q4-2026,Listen car community song.
SO-1000383,Dealer-D009,PROD-390,Model 390F Excavator,Excavators,2026-05-10,Booked,6,234807.1848546273,1408843.1091277637,Africa,Q3-2026,Education source figure whom poor interest heavy.
SO-1000384,Dealer-D029,PROD-D6,Model D6 Bulldozer,Dozers,2026-06-28,Delivered,5,394636.3897481339,1973181.9487406695,South America,Q4-2026,Learn design few minute perhaps once account yourself.
SO-1000385,Dealer-D044,PROD-980,Model 980 Wheel Loader,Loaders,2026-05-10,Shipped,12,378189.41021474276,4538272.922576914,South America,Q3-2026,No order executive range loss from everybody foot.
SO-1000386,Dealer-D006,PROD-380,Model 380F Excavator,Excavators,2026-04-09,Scheduled,2,142961.45729980138,285922.91459960275,Africa,Q3-2026,End represent throughout federal change she tonight.
SO-1000387,Dealer-D022,PROD-380,Model 380F Excavator,Excavators,2026-05-06,Delivered,10,421345.117066834,4213451.17066834,Asia Pacific,Q3-2026,Identify floor cause agent market fast trade identify say on.
SO-1000388,Dealer-D035,PROD-980,Model 980 Wheel Loader,Loaders,2026-01-14,Delivered,1,345972.2662741791,345972.2662741791,Europe,Q1-2026,Staff gas require rather point little wait grow feel color.
SO-1000389,Dealer-D025,PROD-950,Model 950 Wheel Loader,Loaders,2026-06-28,Shipped,10,87082.68733787669,870826.8733787669,Europe,Q2-2026,Congress best campaign else space several consumer quite friend become.
SO-1000390,Dealer-D017,PROD-980,Model 980 Wheel Loader,Loaders,2026-06-04,On Hold,2,173164.30595526693,346328.61191053386,South America,Q3-2026,Development the inside thought he one less brother.
SO-1000391,Dealer-D006,PROD-D9,Model D9 Bulldozer,Dozers,2026-03-22,Scheduled,10,154075.96774217996,1540759.6774217996,South America,Q4-2026,Term on want author threat.
SO-1000392,Dealer-D003,PROD-950,Model 950 Wheel Loader,Loaders,2026-03-19,Scheduled,3,478574.03857942607,1435722.1157382783,Europe,Q4-2026,Build quite morning including that character yeah garden would.
SO-1000393,Dealer-D020,PROD-950,Model 950 Wheel Loader,Loaders,2026-02-28,Delivered,8,109259.10654629316,874072.8523703453,Asia Pacific,Q3-2026,Century television Congress ball forward would finish around later.
SO-1000394,Dealer-D003,PROD-950,Model 950 Wheel Loader,Loaders,2026-04-14,In Production,8,372859.2457753605,2982873.966202884,Asia Pacific,Q3-2026,Seven collection share majority shake because.
SO-1000395,Dealer-D041,PROD-D6,Model D6 Bulldozer,Dozers,2026-04-27,Delivered,1,135138.1065756597,135138.1065756597,North America,Q3-2026,Its investment investment local above move room wear throughout series most.
SO-1000396,Dealer-D017,PROD-380,Model 380F Excavator,Excavators,2026-06-25,On Hold,5,491558.71885495796,2457793.59427479,Europe,Q4-2026,Quality phone eat really.
SO-1000397,Dealer-D014,PROD-3500,Model 3500 Engine,Engines,2026-05-04,Shipped,10,112661.08006734928,1126610.8006734927,South America,Q3-2026,Fine bill me fill assume animal way lay.
SO-1000398,Dealer-D015,PROD-950,Model 950 Wheel Loader,Loaders,2026-01-27,Scheduled,2,334119.18993951945,668238.3798790389,Europe,Q2-2026,Others full thousand yet garden top grow could way truth.
